Reporting Date,Fund Name (Short),Fund Name (Long),Investee,Short Name,Investee Currency,Investment Category,Vintage,Geograhpy,Industry,Sector Focus,Project Code,Commitment,Remaining Commitment,Realized,Adjusted NAV,Total Called,Last NAV,Last NAV Date,IRR,Multiple,MC2025Q1FundID
9/30/2025,AURORA I,Aurora Private Equity Fund I,Foundry Entrepreneurial Capital,Foundry,USD,Fund Investments,2018,North America,,2530 - Consumer Services,,100000000,1579256,58155850,138248148,119326208,138248148,7/2/2151,0.3148,2.84747456,MC-V-1
9/30/2025,AURORA I,Aurora Private Equity Fund I,Pacific Crest Asia Fund,Pacific,USD,Fund Investments,2015,Asia,,Diversified,,75000000,3452737.94,76578014.02,48976455.5,75036132.88,48976455.5,7/2/2151,-0.107,1.74607798,MC-V-1
9/30/2025,AURORA I,Aurora Private Equity Fund I,Lighthouse Capital III,Lighthouse,USD,Fund Investments,2019,North America,Other,Diversified,,600000000,0,98472327.72,736425646,632542459.6,736425646,7/2/2151,0.1574,2.46396424,MC-V-1
9/30/2025,AURORA I,Aurora Private Equity Fund I,CoreHarvest Food Investments,CoreHarvest,EUR,Fund Investments,2022,Europe,,2530 - Consumer Services,,20000000,1160000,0,24034362,18840000,24034362,7/2/2151,0.1336,2.39663798,MC-V-1
9/30/2025,AURORA I,Aurora Private Equity Fund I,Indus Growth Capital II,Indus,USD,Fund Investments,2017,Asia,,Diversified,,30000000,87957.88,17568582.62,41862108,29917698.78,41862108,7/2/2151,0.4418,3.41983716,MC-V-1
12/31/2025,HELIOS IV,Helios Private Equity Fund IV,Keystone Foundation Holdings,Keystone,USD,Controlled Investments,2024,North America,Financial Services,40 - Financials,,450000000,0,79070910.4,815518008.2,450000000,815518008.2,1/2/2152,1.0486,3.97595074,MC-PE-4
12/31/2025,HELIOS IV,Helios Private Equity Fund IV,Velocity Financial Platform,Velocity,USD,Controlled Investments,2025,North America,Financial Services,40301030 - Multi-line Insurance,,650400000,0,0,1191622565,650400000,1191622565,1/2/2152,7.5882,3.66427604,MC-PE-4
12/31/2025,ARC II,Arcadia Capital Partners Fund II,BlueCurrent Water Technologies,BlueCurrent,USD,Non-Controlled Investments,2017,North America,Other,20106020 - Industrial Machinery,,150000000,0,497657931.6,0,163856300,0,12/30/2150,0.437,6.02321726,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,SafeRoute Infrastructure,SafeRoute,SEK,Non-Controlled Investments,2018,Northern Europe,Business Services,20102010 - Building Products,,524500000,0,1078578256,278284096,531239154.8,278284096,1/2/2152,0.368,5.10829196,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Vector Special Situations Fund,Vector,USD,Non-Controlled Investments,2017,Undisclosed,Consumer and Food Services,Undisclosed,,100000000,3784290,0,179275884,104145016.7,179275884,1/2/2152,0.3024,3.44281252,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Oakline Strategic Holdings,Oakline,EUR,Non-Controlled Investments,2013,Europe,Consumer and Food Services,302010 - Beverages,,35477352,0,59716359.32,0,35477352,0,1/2/2144,0.4188,3.35933086,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Oakline Strategic Holdings,Oakline,EUR,Non-Controlled Investments,2013,Europe,Consumer and Food Services,302010 - Beverages,,64346262,0,108309224.7,0,64500153.8,0,1/2/2144,0.4186,3.35841756,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Oakline Strategic Holdings,Oakline,EUR,Non-Controlled Investments,2013,Europe,Consumer and Food Services,302010 - Beverages,,28612038,0,48160493.16,0,28612038,0,1/2/2144,0.4204,3.3658699,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Monarch Consumer Partners II,Monarch,USD,Fund Investments,2017,North America,Consumer and Food Services,Diversified,,7653998,395534,6747791.3,3288532,9313817.74,3288532,1/2/2152,0.0276,2.1390883,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Alpine Equity Partners V,Alpine,EUR,Fund Investments,2018,Western Europe,Other,Diversified,,16573578,2420411.54,7939217.96,14114962,15616468.64,14114962,1/2/2152,0.165,2.82447722,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Alpine Equity Partners V,Alpine,EUR,Fund Investments,2018,Western Europe,Other,Diversified,,30060000,4389973.62,14399599.92,25600736,28286318.2,25600736,1/2/2152,0.1658,2.8282462,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Alpine Equity Partners V,Alpine,EUR,Fund Investments,2018,Western Europe,Other,Diversified,,13366422,1952037.22,6402898.5,11383574,12603498.78,11383574,1/2/2152,0.1644,2.82246586,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Redpoint Energy Fund II,Redpoint,USD,Fund Investments,2017,North America,Other,Energy infrastructure,,27622629.9,3787858,11094872,36968939.48,28158348.98,36968939.48,1/2/2152,0.2088,3.3103459,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Redpoint Energy Fund II,Redpoint,USD,Fund Investments,2017,North America,Other,Energy infrastructure,,50100000,6870154,20123106,67051656.8,51007315.02,67051656.8,1/2/2152,0.2232,3.41812788,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Redpoint Energy Fund II,Redpoint,USD,Fund Investments,2017,North America,Other,Energy infrastructure,,22277370.1,2506964,9608730,30167441.26,22656442.98,30167441.26,1/2/2152,0.2298,3.47632144,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Riverbend Resource Holdings,Riverbend,USD,Non-Controlled Investments,2017,North America,Other,Energy infrastructure,,3281832,131202,2542078,1474422.28,3411586,1474422.28,1/2/2152,0.1002,2.3546235,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Riverbend Resource Holdings,Riverbend,USD,Non-Controlled Investments,2017,North America,Other,Energy infrastructure,,5952358,237960,4610642,2674212.9,6187694,2674212.9,1/2/2152,0.1002,2.35462674,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Riverbend Resource Holdings,Riverbend,USD,Non-Controlled Investments,2017,North America,Other,Energy infrastructure,,2646764,3730,2050160,1297606.58,2707430,1297606.58,1/2/2152,0.1244,2.4730217,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Riverbend Strategic Co-Invest,Riverbend,USD,Non-Controlled Investments,2019,North America,Other,Energy infrastructure,,14986835,15634,101276,2285901.72,15088138.48,2285901.72,1/2/2152,-0.5396,0.31643104,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Riverbend Strategic Co-Invest,Riverbend,USD,Non-Controlled Investments,2019,North America,Other,Energy infrastructure,,27182076,28358,183686,4145816.14,27365809.7,4145816.14,1/2/2152,-0.5396,0.31641688,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Riverbend Strategic Co-Invest,Riverbend,USD,Non-Controlled Investments,2019,North America,Other,Energy infrastructure,,12086729,-7270,81676,1927699.78,12168425.82,1927699.78,1/2/2152,-0.5286,0.3302606,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Orion Opportunistic Credit Fund,Orion,USD,Non-Controlled Investments,2016,North America,Other,Diversified,,16912854.54,10039800.54,8010684,366476,6882638,366476,1/2/2152,0.1362,2.43428756,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Northstar Private Capital I,Northstar,EUR,Fund Investments,2018,Western Europe,Other,Diversified,,27622630,1866930.28,4332848.16,14908665.02,30146192.44,14908665.02,1/2/2152,-0.2424,1.27654682,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Northstar Private Capital I,Northstar,EUR,Fund Investments,2018,Western Europe,Other,Diversified,,50100000,3386109.18,7858617.8,27040591.5,54630873.42,27040591.5,1/2/2152,-0.2422,1.27763688,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Northstar Private Capital I,Northstar,EUR,Fund Investments,2018,Western Europe,Other,Diversified,,22277370,1505660.32,3494397.94,12024210.38,24323581.18,12024210.38,1/2/2152,-0.2426,1.27601344,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Precision Manufacturing Group,Precision,EUR,Non-Controlled Investments,2018,Western Europe,Business Services,3510 - Health Care Equipment & Services,,5524526,0,0,0,5573870.66,0,1/2/2152,-2,0,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Precision Manufacturing Group,Precision,EUR,Non-Controlled Investments,2018,Western Europe,Business Services,3510 - Health Care Equipment & Services,,10020000,0,0,0,10109498.92,0,1/2/2152,-2,0,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Precision Manufacturing Group,Precision,EUR,Non-Controlled Investments,2018,Western Europe,Business Services,3510 - Health Care Equipment & Services,,4455474,0,0,0,4495270.36,0,1/2/2152,-2,0,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Redwood Growth Partners III,Redwood,USD,Fund Investments,2018,North America,,254010 - Media,,13811314.96,0.96,838578,11508038,14710703.34,11508038,1/2/2152,-0.0748,1.67858948,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Redwood Growth Partners III,Redwood,USD,Fund Investments,2018,North America,,254010 - Media,,25050000,0,1520952,20872452,26629757.32,20872452,1/2/2152,-0.0742,1.68183312,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Redwood Growth Partners III,Redwood,USD,Fund Investments,2018,North America,,254010 - Media,,11138685.04,-0.96,676304,9281114,11876277.34,9281114,1/2/2152,-0.0752,1.67685844,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Gateway Equity Partners I,Gateway,USD,Fund Investments,2016,North America,Other,Diversified,,40410000,6516122,37954994,26116054,46550719.26,26116054,1/2/2152,0.2252,2.73399324,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Heartland Food Group,Heartland,USD,Non-Controlled Investments,2019,North America,Consumer and Food Services,25301040 - Restaurants,,100000000,0,59792758.62,154392611.6,100071160.7,154392611.6,1/2/2152,0.32,4.2806585,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Evolution Venture Partners II,Evolution,USD,Fund Investments,2016,North America,Other,254010 - Media,,20000000,0,5557356,20879974,22373100,20879974,1/2/2152,0.0636,2.36331398,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Nordic Capital V,Nordic,SEK,Fund Investments,2016,Northern Europe,Other,Diversified,,800000000,102574705.3,515177888.2,761077734,899570058,761077734,1/2/2152,0.1568,2.8374791,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Orion Credit Opportunities Fund III,Orion,USD,Fund Investments,2016,North America,Other,Diversified,,80000000,19920058,98115168,9976150,79706450,9976150,1/2/2152,0.2222,2.70746856,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Summit Orthopedic Group,Summit,USD,Non-Controlled Investments,2016,North America,Other,35 - Health Care,,97899183.96,0,2050618.9,11940000,99902041.96,11940000,1/2/2152,-0.5054,0.28008674,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,BlueCurrent Water Technologies,BlueCurrent,USD,Non-Controlled Investments,2017,North America,Other,20106020 - Industrial Machinery,,0,0,-217971142.6,257178629.8,0,257178629.8,1/2/2152,0.2094,0,MC-PE-2
12/31/2025,NOVA III,Nova Strategic Capital Fund III (Offshore),Heartland Food Group,Heartland,USD,Non-Controlled Investments,2019,North America,Consumer and Food Services,25301040 - Restaurants,,300000000,0,179378275.9,463177834.8,300322817.2,463177834.8,1/2/2152,0.3198,4.2790971,MC-PE-3
12/31/2025,NOVA III,Nova Strategic Capital Fund III (Offshore),Northfield Education Holdings,Northfield,USD,Controlled Investments,2021,Western Europe,Consumer and Food Services,25302010 - Education Services,,366391921.8,-1786.08,0,756744394,366393707.8,756744394,1/2/2152,0.3606,4.13077178,MC-PE-3
12/31/2025,NOVA III,Nova Strategic Capital Fund III (Offshore),Clearwater Services Group,Clearwater,USD,Non-Controlled Investments,0,North America,Consumer and Food Services,25302020 - Specialized Consumer Services,,351600000,0,0,511806305.2,351757668,511806305.2,1/2/2152,0.184,2.90999374,MC-PE-3
12/31/2025,AURORA II,Aurora Private Equity Fund II,Lighthouse Capital III,Lighthouse,USD,Fund Investments,2019,North America,Other,Diversified,,80000000,0,13129643.7,99593800,84338995.8,99593800,1/2/2152,0.1646,2.49595698,MC-V-2
12/31/2025,AURORA II,Aurora Private Equity Fund II,Northshore Capital International,Northshore,USD,Fund Investments,2015,Global,Other,Diversified,,40000000,0,33262764.62,46291742,44229264.76,46291742,1/2/2152,0.1388,2.39182026,MC-V-2
12/31/2025,AURORA II,Aurora Private Equity Fund II,Northfield Education Holdings,Northfield,USD,Controlled Investments,2021,Western Europe,Consumer and Food Services,25302010 - Education Services,,22790255.24,4043206.74,0,47071876.56,18747048.5,47071876.56,1/2/2152,0.7176,5.02179066,MC-V-2
12/31/2025,AURORA II,Aurora Private Equity Fund II,Ascend Growth Partners II,Ascend,USD,Fund Investments,2015,Asia,Other,Diversified,,40000000,1687046.96,43684775.82,36691970,46473114.9,36691970,1/2/2152,0.4342,3.0256513,MC-V-2
12/31/2025,AURORA II,Aurora Private Equity Fund II,Broadway Capital Partners II,Broadway,USD,Fund Investments,2015,Global,Other,Diversified,,75000000,0,22259668.08,86134368,76293234,86134368,1/2/2152,0.4034,2.75514966,MC-V-2
12/31/2025,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Pinnacle Strategic Holdings,Pinnacle,USD,,2025,North America,,2020 - Commercial  & Professional Services,,30000000,0,0,30190000,30188990.74,30190000,1/2/2152,0.0004,2.00006686,MC-A-3
12/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),BlueWave Aquaculture Fund,BlueWave,USD,,2019,Global,,Infrastructure,,100000000,2679085.4,0,70198647.74,98968223.42,70198647.74,7/2/2151,-0.158,1.41860984,MC-A-2
12/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Desert Horizon Absolute Fund,Desert,USD,,2019,Middle East,,40 - Financials,,20000000,0,19818132.2,0,20000000,0,10/4/2146,-0.0422,1.98181322,MC-A-2
12/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Crossroads Global Opportunities,Crossroads,USD,,2020,Global,,40 - Financials,,200000000,0,0,412087159.4,200000000,412087159.4,1/2/2152,0.2726,4.1208716,MC-A-2
12/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Atlas Trade Finance Fund,Atlas,USD,,2021,Africa,,40201040 - Specialized Finance,,50000000,0,56581735.42,0,50000000,0,7/2/2151,0.0878,2.26326942,MC-A-2
12/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Frontier Energy Partners II,Frontier,USD,,2019,Global,,Energy infrastructure,,200000000,136755567.6,86761258.4,83491996,111318262.4,83491996,1/2/2152,0.3688,2.9739947,MC-A-2
12/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Liberty Global Growth Fund,Liberty,USD,,2019,Global,,4020 - Diversified Financials,,50000000,0,48050000,18005875.1,50000000,18005875.1,1/2/2152,0.1212,2.642235,MC-A-2
12/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Stonehaven Capital I,Stonehaven,USD,,2021,Middle East,,Undisclosed,,200000000,54072664.02,65677082.74,209637365.8,187924785.3,209637365.8,1/2/2152,0.2546,2.93004936,MC-A-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Vector Special Situations Fund,Vector,USD,Non-Controlled Investments,2017,Undisclosed,Consumer and Food Services,Undisclosed,,100000000,3784290,0,97998890,102220702.4,97998890,1/2/2150,-0.029,1.9173981,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Oakline Strategic Holdings,Oakline,EUR,Non-Controlled Investments,2013,Europe,Consumer and Food Services,302010 - Beverages,,35477352,0,59716359.32,0,35477352,0,1/2/2144,0.4188,3.35933086,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Oakline Strategic Holdings,Oakline,EUR,Non-Controlled Investments,2013,Europe,Consumer and Food Services,302010 - Beverages,,64346262,0,108309224.7,0,64500153.8,0,1/2/2144,0.4186,3.35841756,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Oakline Strategic Holdings,Oakline,EUR,Non-Controlled Investments,2013,Europe,Consumer and Food Services,302010 - Beverages,,28612038,0,48160493.16,0,28612038,0,1/2/2144,0.4204,3.3658699,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Monarch Consumer Partners II,Monarch,USD,Fund Investments,2017,North America,Consumer and Food Services,Diversified,,7653998,986944,2126422,7802550,8625804.2,7802550,1/2/2150,0.0594,2.2921995,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Alpine Equity Partners V,Alpine,EUR,Fund Investments,2018,Western Europe,Other,Diversified,,16573578,2420411.54,7939217.96,13306254,15616468.64,13306254,1/2/2150,0.1718,2.72090604,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Alpine Equity Partners V,Alpine,EUR,Fund Investments,2018,Western Europe,Other,Diversified,,30060000,4389973.62,14399599.92,24133956,28286318.2,24133956,1/2/2150,0.1728,2.7245367,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Alpine Equity Partners V,Alpine,EUR,Fund Investments,2018,Western Europe,Other,Diversified,,13366422,1952037.22,6402898.5,10731358,12603498.78,10731358,1/2/2150,0.1712,2.71896824,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Redpoint Energy Fund II,Redpoint,USD,Fund Investments,2017,North America,Other,Energy infrastructure,,27622629.9,3743886,7830996,45091688,27578530.98,45091688,1/2/2150,0.309,3.7943319,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Redpoint Energy Fund II,Redpoint,USD,Fund Investments,2017,North America,Other,Energy infrastructure,,50100000,6790424,14203314,81784108,49955677.02,81784108,1/2/2150,0.316,3.84290346,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Redpoint Energy Fund II,Redpoint,USD,Fund Investments,2017,North America,Other,Energy infrastructure,,22277370.1,2649896.1,6479620,36724690,22195090.98,36724690,1/2/2150,0.3188,3.87026862,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Riverbend Resource Holdings,Riverbend,USD,Non-Controlled Investments,2017,North America,Other,Energy infrastructure,,3281832,133772,2542078,1745622,3339118,1745622,1/2/2150,0.1576,2.5681632,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Riverbend Resource Holdings,Riverbend,USD,Non-Controlled Investments,2017,North America,Other,Energy infrastructure,,5952358,242628,4610642,3166098,6056258,3166098,1/2/2150,0.1576,2.56816668,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Riverbend Resource Holdings,Riverbend,USD,Non-Controlled Investments,2017,North America,Other,Energy infrastructure,,2646764,3120,2050160,1546588,2692964,1546588,1/2/2150,0.1784,2.67121878,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Riverbend Strategic Co-Invest,Riverbend,USD,Non-Controlled Investments,2019,North America,Other,Energy infrastructure,,14986835,15634,101276,3052500,15088138.48,3052500,1/2/2150,-0.547,0.41804706,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Riverbend Strategic Co-Invest,Riverbend,USD,Non-Controlled Investments,2019,North America,Other,Energy infrastructure,,27182076,28358,183686,5536100,27365809.7,5536100,1/2/2150,-0.547,0.41802424,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Riverbend Strategic Co-Invest,Riverbend,USD,Non-Controlled Investments,2019,North America,Other,Energy infrastructure,,12086729,-7270,81676,2589196,12168425.82,2589196,1/2/2150,-0.5322,0.43898398,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Orion Opportunistic Credit Fund,Orion,USD,Non-Controlled Investments,2016,North America,Other,Diversified,,16912854.54,10035958.54,7614834,637934,6874232,637934,1/2/2150,0.1306,2.40107346,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Northstar Private Capital I,Northstar,EUR,Fund Investments,2018,Western Europe,Other,Diversified,,27622630,4454402.42,4332848.16,12026040,27558720.3,12026040,1/2/2150,-0.3182,1.1872023,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Northstar Private Capital I,Northstar,EUR,Fund Investments,2018,Western Europe,Other,Diversified,,50100000,8079085.7,7858617.8,21811990,49937896.9,21811990,1/2/2150,-0.3178,1.18830026,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Northstar Private Capital I,Northstar,EUR,Fund Investments,2018,Western Europe,Other,Diversified,,22277370,3592430.26,3494397.94,9698878,22236811.24,9698878,1/2/2150,-0.3184,1.18661582,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Precision Manufacturing Group,Precision,EUR,Non-Controlled Investments,2018,Western Europe,Business Services,3510 - Health Care Equipment & Services,,5524526,0,0,0,5570948.28,0,7/2/2149,-2,0,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Precision Manufacturing Group,Precision,EUR,Non-Controlled Investments,2018,Western Europe,Business Services,3510 - Health Care Equipment & Services,,10020000,0,0,0,10104198.56,0,7/2/2149,-2,0,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Precision Manufacturing Group,Precision,EUR,Non-Controlled Investments,2018,Western Europe,Business Services,3510 - Health Care Equipment & Services,,4455474,0,0,0,4492913.56,0,7/2/2149,-2,0,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Redwood Growth Partners III,Redwood,USD,Fund Investments,2018,North America,,254010 - Media,,13811314.96,0.96,838578,14457406,14710703.34,14457406,1/2/2150,0.0212,2.07957208,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Redwood Growth Partners III,Redwood,USD,Fund Investments,2018,North America,,254010 - Media,,25050000,0,1520952,26221810,26629757.32,26221810,1/2/2150,0.0222,2.08359104,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Redwood Growth Partners III,Redwood,USD,Fund Investments,2018,North America,,254010 - Media,,11138685.04,-0.96,676304,11659750,11876277.34,11659750,1/2/2150,0.0206,2.07742774,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Gateway Equity Partners I,Gateway,USD,Fund Investments,2016,North America,Other,Diversified,,40410000,7650488,31286454,31812566,45054117.26,31812566,1/2/2150,0.267,2.78166134,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Heartland Food Group,Heartland,USD,Non-Controlled Investments,2019,North America,Consumer and Food Services,25301040 - Restaurants,,100000000,0,59792758.62,163790422.8,100071160.7,163790422.8,1/2/2150,0.3894,4.46848106,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Evolution Venture Partners II,Evolution,USD,Fund Investments,2016,North America,Other,254010 - Media,,20000000,0,5557356,25892316,22373100,25892316,1/2/2150,0.15,2.8113826,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Nordic Capital V,Nordic,SEK,Fund Investments,2016,Northern Europe,Other,Diversified,,800000000,103928817,451619559.8,940118600,885939787.8,940118600,1/2/2150,0.2276,3.14183464,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Orion Credit Opportunities Fund III,Orion,USD,Fund Investments,2016,North America,Other,Diversified,,80000000,20903926,88733940,17678706,78529286,17678706,1/2/2150,0.2274,2.7053011,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,Summit Orthopedic Group,Summit,USD,Non-Controlled Investments,2016,North America,Other,35 - Health Care,,97899183.96,0,2050618.9,26419786,99657293.96,26419786,1/2/2150,-0.3614,0.5713662,MC-PE-2
12/31/2024,ARC II,Arcadia Capital Partners Fund II,BlueCurrent Water Technologies,BlueCurrent,USD,Non-Controlled Investments,2017,North America,Other,20106020 - Industrial Machinery,,0,0,-275500079,305724926,0,305724926,1/2/2150,0.712,0,MC-PE-2
12/31/2024,NOVA III,Nova Strategic Capital Fund III (Offshore),Heartland Food Group,Heartland,USD,Non-Controlled Investments,2019,North America,Consumer and Food Services,25301040 - Restaurants,,300000000,0,179378275.9,491371268.2,300322817.2,491371268.2,1/2/2150,0.3892,4.4668513,MC-PE-3
12/31/2024,NOVA III,Nova Strategic Capital Fund III (Offshore),Northfield Education Holdings,Northfield,USD,Controlled Investments,2021,Western Europe,Consumer and Food Services,25302010 - Education Services,,366391921.8,-1786.08,0,387028439.4,366393707.8,386858905.6,1/1/2146,0.0328,2.11263694,MC-PE-3
12/31/2024,NOVA III,Nova Strategic Capital Fund III (Offshore),Clearwater Services Group,Clearwater,USD,Non-Controlled Investments,0,North America,Consumer and Food Services,25302020 - Specialized Consumer Services,,351600000,0,0,499894694.6,351757668,499894694.6,1/2/2150,0.2276,2.8422675,MC-PE-3
12/31/2024,AURORA II,Aurora Private Equity Fund II,Lighthouse Capital III,Lighthouse,USD,Fund Investments,2019,North America,Other,Diversified,,80000000,0,5495927.22,103881584,83538995.8,103881584,1/2/2150,0.2236,2.44218068,MC-V-2
12/31/2024,AURORA II,Aurora Private Equity Fund II,Northshore Capital International,Northshore,USD,Fund Investments,2015,Global,Other,Diversified,,40000000,0,28290847.04,48333176,43889512.76,48333176,1/2/2150,0.1506,2.29130694,MC-V-2
12/31/2024,AURORA II,Aurora Private Equity Fund II,Northfield Education Holdings,Northfield,USD,Controlled Investments,2021,Western Europe,Consumer and Food Services,25302010 - Education Services,,22790255.24,4043206.74,0,25388049.48,18747048.5,25388049.48,6/30/2146,0.327,2.70848496,MC-V-2
12/31/2024,AURORA II,Aurora Private Equity Fund II,Ascend Growth Partners II,Ascend,USD,Fund Investments,2015,Asia,Other,Diversified,,40000000,2305617.2,42075835.62,31802278,45854544.66,31802278,1/2/2150,0.4596,2.71177638,MC-V-2
12/31/2024,AURORA II,Aurora Private Equity Fund II,Broadway Capital Partners II,Broadway,USD,Fund Investments,2015,Global,Other,Diversified,,75000000,0,13114039.06,89744446,75656196,89744446,1/2/2150,0.6948,2.63608056,MC-V-2
12/31/2024,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Pinnacle Strategic Holdings,Pinnacle,USD,,2025,North America,,2020 - Commercial  & Professional Services,,0,0,0,0,0,0,#VALUE!,0,0,MC-A-3
12/31/2024,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),BlueWave Aquaculture Fund,BlueWave,USD,,2019,Global,,Infrastructure,,100000000,2679085.4,0,120146368.8,98968223.42,120146368.8,1/2/2150,0.1216,2.4279787,MC-A-2
12/31/2024,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Desert Horizon Absolute Fund,Desert,USD,,2019,Middle East,,40 - Financials,,20000000,0,19818132.2,0,20000000,0,10/4/2146,-0.0422,1.98181322,MC-A-2
12/31/2024,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Crossroads Global Opportunities,Crossroads,USD,,2020,Global,,40 - Financials,,200000000,0,0,287409094.4,200000000,287409094.4,1/2/2150,0.162,2.87409094,MC-A-2
12/31/2024,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Atlas Trade Finance Fund,Atlas,USD,,2021,Africa,,40201040 - Specialized Finance,,50000000,0,29779928.98,26797360.92,50000000,26797360.92,1/2/2150,0.0878,2.2630916,MC-A-2
