Reporting Date,Fund Name (Short),Fund Name (Long),Investee,Short Name,Investee Currency,Vintage,Geograhpy,Industry,Project Code,Investment Category,Investments,Realized Cost,Current Valuation,Total Value,Total Income,Current Cost,Principal,IRR,Gross IRR,Multiple,Proceeds,All Other Income,Dividends,Other Income,MC2025Q1FundID
9/30/2025,NOVA III,Nova Strategic Capital Fund III (Offshore),Blue Current Media Holdings,Blue Current,USD,2019,North America,25401020 - Broadcasting,,Non-Controlled Investments,340812091.2,0,134840237.3,302964039.4,155833202,340000000,327709400,-0.0548,-0.0548,1.7778949,12290600,155833202,155833202,0,MC-PE-3
9/30/2025,NOVA III,Nova Strategic Capital Fund III (Offshore),Korran Manufacturing Inc,Korran,USD,2021,North America,3010 - Food & Staples Retailing,,Controlled Investments,363826374,0,506830380.2,674203684.4,167373304.2,363826376,363826374,0.3194,0.3194,3.70618368,0,167373304.2,0,167373304.2,MC-PE-3
9/30/2025,NOVA III,Nova Strategic Capital Fund III (Offshore),Harborfront Development Group,Harborfront,USD,2018,,,,Non-Controlled Investments,506788827,26666666,0,26666666,0,470376391.8,470376391.8,-1.5906,-1.5906,0.10523778,26666666,0,0,0,MC-PE-3
9/30/2025,NOVA III,Nova Strategic Capital Fund III (Offshore),Greenfield Harvest Group,Greenfield Farms,USD,2020,North America,30202030 - Packaged Foods & Meats,,Controlled Investments,514940892.8,0,942600000,1005501479,62901478.56,513318425.6,513318425.6,0.2614,0.2614,3.90530832,0,62901478.56,62901478.56,0,MC-PE-3
9/30/2025,NOVA III,Nova Strategic Capital Fund III (Offshore),Keystone Global Partners,Keystone Investment Group,USD,2019,,40 - Financials,,Non-Controlled Investments,151725661.6,151725661.6,0,418579684.6,0,0,-266854023,0.527,0.527,5.51758588,418579684.6,0,0,0,MC-PE-3
9/30/2025,NOVA III,Nova Strategic Capital Fund III (Offshore),Circulis Technologies,Circulis,EUR,2019,Western Europe,25301030 - Leisure Facilities,10198,Controlled Investments,205879064.2,-205174725.8,0,434556876.6,-1040417.82,410349449.4,-252257043.4,0.4784,0.4784,4.2214771,435597294.6,-1040417.82,-1040417.82,0,MC-PE-3
9/30/2025,AURORA II,Aurora Private Equity Fund II,Greenfield Harvest Group,Greenfield Farms,USD,2020,North America,30202030 - Packaged Foods & Meats,,Controlled Investments,18610662.16,0,32870408.88,34729695.68,1859286.8,18610662.16,18610662.16,0.5342,0.5342,3.73223644,0,1859286.8,0,1859286.8,MC-V-2
12/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),SignalWire Communications,SignalWire,USD,2021,Global,45 - Information Technology,,Non-Controlled Investments,150000000,0,158250000,209129166.6,50879166.68,150000000,150000000,0.1642,0.1642,2.78838888,0,50879166.68,0,0,MC-A-2
12/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Deepwater Renewables Ltd,Deepwater,USD,2022,Global,Gas wells,,Non-Controlled Investments,6000000,0,0,0,0,6000000,6000000,-2,-2,0,0,0,0,0,MC-A-2
12/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Stellar Launch Systems Inc,Stellar Launch,USD,2020,North America,2030 - Transportation,,Non-Controlled Investments,100000000,0,1491161168,1491161168,0,100000000,100000000,1.1758,1.1758,29.82322336,0,0,0,0,MC-A-2
12/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Altair Aviation Leasing Ltd,Altair,USD,2020,Middle East,203020 - Airlines,,Controlled Investments,193282652.3,101266842,167183000,268449842,0,92015810.26,92015810.26,0.1472,0.1472,2.77779552,101266842,0,0,0,MC-A-2
12/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Streamline Alpha Markets,Streamline Alpha,USD,2021,Global,151040 - Metals & Mining,,Non-Controlled Investments,50000000,0,85964090.6,105337663.7,19373573.06,50000000,50000000,0.3536,0.3536,4.21350654,0,19373573.06,19373573.06,0,MC-A-2
12/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),SeaBridge Navigation Ltd,SeaBridge,USD,2021,Global,20303010 - Marine,,Non-Controlled Investments,148787129.3,122179864.1,54543800,219004946,13858572.02,26607265.24,-1815444.64,0.4878,0.4878,2.9438695,150602574,13858572.02,0,13858572.02,MC-A-2
12/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Vitalis Performance Holdings,Vitalis,USD,2022,North America,4020 - Diversified Financials,,Non-Controlled Investments,20000000,0,0,0,0,20000000,20000000,-2,-2,0,0,0,0,0,MC-A-2
12/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Aurora Yield Technologies,Aurora Yield,USD,2021,North America,4510 - Software & Services,,Non-Controlled Investments,74000000,0,63623618,63623618,0,74000000,74000000,-0.065,-0.065,1.71955724,0,0,0,0,MC-A-2
12/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Northwatch Systems Ltd,Northwatch,USD,2020,North America,45 - Information Technology,,Non-Controlled Investments,100000000,0,57263558,57263558,0,100000000,100000000,-0.1834,-0.1834,1.14527116,0,0,0,0,MC-A-2
12/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Erydan Capital Partners,Erydan,USD,2022,Middle East,45 - Information Technology,,Non-Controlled Investments,10180000,0,5100000,5100000,0,10180000,10180000,-0.3962,-0.3962,1.00196464,0,0,0,0,MC-A-2
12/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Verdant Carbon One Ltd,Verdant,USD,2021,Africa,20 - Industrials,,Non-Controlled Investments,40000000,30100000,5900000,47841194.02,11841194.02,9900000,9900000,0.1202,0.1202,2.3920597,30100000,11841194.02,0,0,MC-A-2
12/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Blockshore Markets,Blockshore,USD,2021,North America,45 - Information Technology,,Non-Controlled Investments,34000000,10000000,0,11100345.68,0,24000000,22899654.32,-0.7544,-0.7544,0.65296152,11100345.68,0,0,0,MC-A-2
12/31/2025,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Hollis Gate Digital Inc,Hollis Gate,USD,2023,North America,40 - Financials,,Non-Controlled Investments,2999999.24,0,3000000,3000000,0,2999999.24,2999999.24,0,0,2.0000005,0,0,0,0,MC-A-3
12/31/2025,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Neurvia Analytics Inc,Neurvia,USD,2025,Asia,45 - Information Technology,,Non-Controlled Investments,3000000,0,3000000,3000000,0,3000000,3000000,0,0,2,0,0,0,0,MC-A-3
12/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Sahra Capital Advisors Ltd,Sahra GP,USD,2024,Middle East,4020 - Diversified Financials,,Non-Controlled Investments,0,0,2428985.92,5691454.78,3262468.86,0,0,0,0,0,0,3262468.86,0,3262468.86,MC-A-2
12/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Liberty Crest Management,Liberty GP,USD,2024,Global,4020 - Diversified Financials,,Non-Controlled Investments,0,0,1977845.34,1977845.34,0,0,0,0,0,0,0,0,0,0,MC-A-2
12/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Stonepine Capital Advisors,Stonepine GP,USD,2024,Middle East,4020 - Diversified Financials,,Non-Controlled Investments,0,0,5905814.22,5905814.22,0,0,0,0,0,0,0,0,0,0,MC-A-2
12/31/2025,AURORA I,Aurora Private Equity Fund I,Circulis Technologies,Circulis,EUR,2019,Western Europe,25301030 - Leisure Facilities,10198,Controlled Investments,37168000,37168000,0,77918209.16,-102788.64,0,-45487608.22,3.5884,3.5884,4.1927577,78020997.8,-102788.64,0,-102788.64,MC-V-1
12/31/2025,AURORA I,Aurora Private Equity Fund I,Greenfield Harvest Group,Greenfield Farms,USD,2020,North America,30202030 - Packaged Foods & Meats,,Controlled Investments,108603446.8,0,190415831,203860613.4,13444782.4,108603446.8,108603446.8,0.4538,0.4538,3.75421996,0,13444782.4,0,13444782.4,MC-V-1
12/31/2025,HELIOS IV,Helios Private Equity Fund IV,Summit Preserve Foods LP,Summit Preserve,USD,2021,North America,302020 - Food Products,10573,Controlled Investments,393359972.8,0,465373396.8,465373396.8,0,393359972.8,393359972.8,0.1422,0.1422,2.36614516,0,0,0,0,MC-PE-4
12/31/2025,HELIOS IV,Helios Private Equity Fund IV,Ironclad Packaging Group,Ironclad,USD,2023,North America,15103010 - Metal & Glass Containers,11202,Non-Controlled Investments,115000000,0,161640301.5,165577801.5,3937500.04,115000000,115000000,0.2768,0.2768,2.87961394,0,3937500.04,0,3937500.04,MC-PE-4
12/31/2025,HELIOS IV,Helios Private Equity Fund IV,Brightpath Learning Group,Brightpath Education,USD,2024,Western Europe,25302010 - Education Services,,Controlled Investments,314295681.2,0,408231707.8,408231707.8,0,243871694.2,253769240.6,0.441,0.441,2.59775576,0,0,0,0,MC-PE-4
12/31/2025,HELIOS IV,Helios Private Equity Fund IV,Maris Offshore Services Holding,Maris Offshore,DKK,2024,Europe,202010 - Commercial Services & Supplies,Valdemar,Controlled Investments,538426000,0,728916495.6,728916495.6,0,534190570.6,0,0.5742,0.5742,2.70758282,0,0,0,0,MC-PE-4
12/31/2025,HELIOS IV,Helios Private Equity Fund IV,Zenora Hospitality Holdings,Zenora Hotels,USD,2023,Europe,25 - Consumer Discretionary,,Non-Controlled Investments,121161861.4,0,137667167.8,137667167.8,0,121161861.4,121161861.4,0.1132,0.1132,2.27245052,0,0,0,0,MC-PE-4
12/31/2025,HELIOS IV,Helios Private Equity Fund IV,Orbit Childcare Products BV,Orbit,EUR,2024,Western Europe,25201020 - Home Furnishings,,Controlled Investments,657785841,0,869591328.2,869591328.2,0,655969204.6,707501732.6,0.5618,0.5618,2.64399528,0,0,0,0,MC-PE-4
12/31/2025,HELIOS IV,Helios Private Equity Fund IV,RedOak Nutrition Group,RedOak Foods,USD,2022,North America,302020 - Food Products,10994,Controlled Investments,311004482.6,0,386334191.4,386334191.4,0,310370258,310370258,0.14,0.14,2.48442844,0,0,0,0,MC-PE-4
12/31/2025,HELIOS IV,Helios Private Equity Fund IV,Mapleway Logistics,Mapleway,CAD,2022,Canada,20304020 - Trucking,,Controlled Investments,373749383.6,0,489281675.4,489281675.4,0,373749383.6,373749383.6,0.1896,0.1896,2.61823402,0,0,0,0,MC-PE-4
12/31/2025,HELIOS IV,Helios Private Equity Fund IV,Lexicon Advisory Group,Lexicon,EUR,2025,,451020 - IT Services,,Controlled Investments,343286437,0,381494575.6,381494575.6,0,342248650,364126000,0.3032,0.3032,2.22260208,0,0,0,0,MC-PE-4
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Blue Current Media Holdings,Blue Current,USD,2019,North America,25401020 - Broadcasting,,Non-Controlled Investments,60143310.22,0,23144367.18,52813905.18,27500564,60000000,57831026,-0.0592,-0.0592,1.75626866,2168974,27500564,27500564,0,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Keystone Global Partners,Keystone Investment Group,USD,2019,,40 - Financials,,Non-Controlled Investments,213121791,213121791,0,588320389.6,0,0,-375198598.4,0.527,0.527,5.52097828,588320389.6,0,0,0,MC-PE-2
12/31/2025,ARC II,Arcadia Capital Partners Fund II,Harborfront Development Group,Harborfront,USD,2018,,,,Non-Controlled Investments,283736033.6,33333333.34,0,33333333.34,0,242575987.8,242575987.8,-1.0002,-1.0002,0.23496016,33333333.34,0,0,0,MC-PE-2
12/31/2025,NOVA III,Nova Strategic Capital Fund III (Offshore),Blue Current Media Holdings,Blue Current,USD,2019,North America,25401020 - Broadcasting,,Non-Controlled Investments,340812091.2,0,131151414,299275216,155833202,340000000,327709400,-0.0592,-0.0592,1.75624764,12290600,155833202,155833202,0,MC-PE-3
12/31/2025,NOVA III,Nova Strategic Capital Fund III (Offshore),Korran Manufacturing Inc,Korran,USD,2021,North America,3010 - Food & Staples Retailing,,Controlled Investments,363826374,0,523842970.8,691216275,167373304.2,363826376,363826374,0.3176,0.3176,3.79970406,0,167373304.2,0,167373304.2,MC-PE-3
12/31/2025,NOVA III,Nova Strategic Capital Fund III (Offshore),Harborfront Development Group,Harborfront,USD,2018,,,,Non-Controlled Investments,506788827,26666666,0,26666666,0,470376391.8,470376391.8,-1.5906,-1.5906,0.10523778,26666666,0,0,0,MC-PE-3
12/31/2025,NOVA III,Nova Strategic Capital Fund III (Offshore),Greenfield Harvest Group,Greenfield Farms,USD,2020,North America,30202030 - Packaged Foods & Meats,,Controlled Investments,514940892.8,0,1024060895,1086962373,62901478.56,513318425.6,513318425.6,0.2806,0.2806,4.22169762,0,62901478.56,62901478.56,0,MC-PE-3
12/31/2025,NOVA III,Nova Strategic Capital Fund III (Offshore),Keystone Global Partners,Keystone Investment Group,USD,2019,,40 - Financials,,Non-Controlled Investments,151725661.6,151725661.6,0,418579684.6,0,0,-266854023,0.527,0.527,5.51758588,418579684.6,0,0,0,MC-PE-3
12/31/2025,NOVA III,Nova Strategic Capital Fund III (Offshore),Circulis Technologies,Circulis,EUR,2019,Western Europe,25301030 - Leisure Facilities,10198,Controlled Investments,205879064.2,-205174725.8,0,434556876.6,-1040417.82,410349449.4,-252515018.8,0.4784,0.4784,4.2214771,435597294.6,-1040417.82,-1040417.82,0,MC-PE-3
12/31/2025,AURORA II,Aurora Private Equity Fund II,Greenfield Harvest Group,Greenfield Farms,USD,2020,North America,30202030 - Packaged Foods & Meats,,Controlled Investments,18610662.16,0,33970376.4,35829663.2,1859286.8,18610662.16,18610662.16,0.5122,0.5122,3.85044474,0,1859286.8,0,1859286.8,MC-V-2
3/31/2026,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),SignalWire Communications,SignalWire,USD,2021,Global,45 - Information Technology,,Non-Controlled Investments,150000000,0,158250000,209129166.6,50879166.68,150000000,150000000,0.1572,0.1572,2.78838888,0,50879166.68,0,0,MC-A-2
3/31/2026,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Deepwater Renewables Ltd,Deepwater,USD,2022,Global,Gas wells,,Non-Controlled Investments,6000000,0,0,0,0,6000000,6000000,-2,-2,0,0,0,0,0,MC-A-2
3/31/2026,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Stellar Launch Systems Inc,Stellar Launch,USD,2020,North America,2030 - Transportation,,Non-Controlled Investments,100000000,0,2395446880,2395446880,0,100000000,100000000,1.3692,1.3692,47.9089376,0,0,0,0,MC-A-2
3/31/2026,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Altair Aviation Leasing Ltd,Altair,USD,2020,Middle East,203020 - Airlines,,Controlled Investments,193282652.3,101266842,167183000,268449842,0,92015810.26,92015810.26,0.1424,0.1424,2.77779552,101266842,0,0,0,MC-A-2
3/31/2026,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Streamline Alpha Markets,Streamline Alpha,USD,2021,Global,151040 - Metals & Mining,,Non-Controlled Investments,50000000,0,85964090.6,111211094,25247003.42,50000000,50000000,0.364,0.364,4.44844376,0,25247003.42,25247003.42,0,MC-A-2
3/31/2026,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),SeaBridge Navigation Ltd,SeaBridge,USD,2021,Global,20303010 - Marine,,Non-Controlled Investments,176387129.3,122179864.1,82143800,246604946,13858572.02,54207265.24,25784555.36,0.4716,0.4716,2.79617846,150602574,13858572.02,0,13858572.02,MC-A-2
3/31/2026,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Vitalis Performance Holdings,Vitalis,USD,2022,North America,4020 - Diversified Financials,,Non-Controlled Investments,20000000,0,0,0,0,20000000,20000000,-2,-2,0,0,0,0,0,MC-A-2
3/31/2026,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Aurora Yield Technologies,Aurora Yield,USD,2021,North America,4510 - Software & Services,,Non-Controlled Investments,74000000,0,63623618,63623618,0,74000000,74000000,-0.0618,-0.0618,1.71955724,0,0,0,0,MC-A-2
3/31/2026,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Northwatch Systems Ltd,Northwatch,USD,2020,North America,45 - Information Technology,,Non-Controlled Investments,100000000,0,57263558,57263558,0,100000000,100000000,-0.1762,-0.1762,1.14527116,0,0,0,0,MC-A-2
3/31/2026,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Erydan Capital Partners,Erydan,USD,2022,Middle East,45 - Information Technology,,Non-Controlled Investments,10180000,0,5100000,5670000,570000,10180000,10180000,-0.32,-0.32,1.11394892,0,570000,570000,0,MC-A-2
3/31/2026,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Verdant Carbon One Ltd,Verdant,USD,2021,Africa,20 - Industrials,,Non-Controlled Investments,40000000,32100000,5900000,49841194.02,11841194.02,7900000,7900000,0.1454,0.1454,2.4920597,32100000,11841194.02,0,0,MC-A-2
3/31/2026,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Blockshore Markets,Blockshore,USD,2021,North America,45 - Information Technology,,Non-Controlled Investments,34000000,10000000,0,11100345.68,0,24000000,22899654.32,-0.7544,-0.7544,0.65296152,11100345.68,0,0,0,MC-A-2
3/31/2026,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Hollis Gate Digital Inc,Hollis Gate,USD,2023,North America,40 - Financials,,Non-Controlled Investments,2999999.24,0,3000000,3000000,0,2999999.24,2999999.24,0,0,2.0000005,0,0,0,0,MC-A-3
3/31/2026,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Neurvia Analytics Inc,Neurvia,USD,2025,Asia,45 - Information Technology,,Non-Controlled Investments,3000000,0,3000000,3000000,0,3000000,3000000,0,0,2,0,0,0,0,MC-A-3
3/31/2026,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Sahra Capital Advisors Ltd,Sahra GP,USD,2024,Middle East,4020 - Diversified Financials,,Non-Controlled Investments,0,0,2428985.92,5828454.78,3399468.86,0,0,0,0,0,0,3399468.86,0,3399468.86,MC-A-2
3/31/2026,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Liberty Crest Management,Liberty GP,USD,2024,Global,4020 - Diversified Financials,,Non-Controlled Investments,0,0,1977845.34,1977845.34,0,0,0,0,0,0,0,0,0,0,MC-A-2
3/31/2026,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Stonepine Capital Advisors,Stonepine GP,USD,2024,Middle East,4020 - Diversified Financials,,Non-Controlled Investments,0,0,5905814.22,5905814.22,0,0,0,0,0,0,0,0,0,0,MC-A-2
3/31/2026,AURORA I,Aurora Private Equity Fund I,Circulis Technologies,Circulis,EUR,2019,Western Europe,25301030 - Leisure Facilities,10198,Controlled Investments,37168000,37168000,0,77918209.16,-102788.64,0,-44740195.62,3.5884,3.5884,4.1927577,78020997.8,-102788.64,0,-102788.64,MC-V-1
3/31/2026,AURORA I,Aurora Private Equity Fund I,Greenfield Harvest Group,Greenfield Farms,USD,2020,North America,30202030 - Packaged Foods & Meats,,Controlled Investments,108603446.8,0,190415831,203860613.4,13444782.4,108603446.8,108603446.8,0.4198,0.4198,3.75421996,0,13444782.4,0,13444782.4,MC-V-1
3/31/2026,HELIOS IV,Helios Private Equity Fund IV,Summit Preserve Foods LP,Summit Preserve,USD,2021,North America,302020 - Food Products,10573,Controlled Investments,393359972.8,0,339789708.2,339789708.2,0,393359972.8,393359972.8,-0.1092,-0.1092,1.72762728,0,0,0,0,MC-PE-4
3/31/2026,HELIOS IV,Helios Private Equity Fund IV,Ironclad Packaging Group,Ironclad,USD,2023,North America,15103010 - Metal & Glass Containers,11202,Non-Controlled Investments,115000000,0,166403556,170341056,3937500.04,115000000,115000000,0.2746,0.2746,2.96245314,0,3937500.04,0,3937500.04,MC-PE-4
3/31/2026,HELIOS IV,Helios Private Equity Fund IV,Brightpath Learning Group,Brightpath Education,USD,2024,Western Europe,25302010 - Education Services,,Controlled Investments,314295681.2,0,400234549.4,400234549.4,0,243871694.2,249098756.6,0.3362,0.3362,2.54686636,0,0,0,0,MC-PE-4
3/31/2026,HELIOS IV,Helios Private Equity Fund IV,Maris Offshore Services Holding,Maris Offshore,DKK,2024,Europe,202010 - Commercial Services & Supplies,Valdemar,Controlled Investments,538426000,0,706826067.6,706826067.6,0,534190570.6,0,0.416,0.416,2.62552726,0,0,0,0,MC-PE-4
3/31/2026,HELIOS IV,Helios Private Equity Fund IV,Zenora Hospitality Holdings,Zenora Hotels,USD,2023,Europe,25 - Consumer Discretionary,,Non-Controlled Investments,121161861.4,0,139688632,139688632,0,121161861.4,121161861.4,0.114,0.114,2.30581852,0,0,0,0,MC-PE-4
3/31/2026,HELIOS IV,Helios Private Equity Fund IV,Orbit Childcare Products BV,Orbit,EUR,2024,Western Europe,25201020 - Home Furnishings,,Controlled Investments,657785841,0,852646505,852646505,0,655969204.6,695876682.8,0.4162,0.4162,2.59247448,0,0,0,0,MC-PE-4
3/31/2026,HELIOS IV,Helios Private Equity Fund IV,RedOak Nutrition Group,RedOak Foods,USD,2022,North America,302020 - Food Products,10994,Controlled Investments,311004482.6,0,410565871.2,410565871.2,0,310370258,310370258,0.1674,0.1674,2.64025694,0,0,0,0,MC-PE-4
3/31/2026,HELIOS IV,Helios Private Equity Fund IV,Mapleway Logistics,Mapleway,CAD,2022,Canada,20304020 - Trucking,,Controlled Investments,373749383.6,0,500166406.6,500166406.6,0,373749383.6,373749383.6,0.1894,0.1894,2.67648016,0,0,0,0,MC-PE-4
3/31/2026,HELIOS IV,Helios Private Equity Fund IV,Lexicon Advisory Group,Lexicon,EUR,2025,,451020 - IT Services,,Controlled Investments,343286437,0,371005661,371005661,0,342248650,358143000,0.1624,0.1624,2.16149326,0,0,0,0,MC-PE-4
3/31/2026,ARC II,Arcadia Capital Partners Fund II,Blue Current Media Holdings,Blue Current,USD,2019,North America,25401020 - Broadcasting,,Non-Controlled Investments,60143310.22,0,8803615.4,38473153.4,27500564,60000000,57831026,-0.2214,-0.2214,1.27938264,2168974,27500564,27500564,0,MC-PE-2
3/31/2026,ARC II,Arcadia Capital Partners Fund II,Keystone Global Partners,Keystone Investment Group,USD,2019,,40 - Financials,,Non-Controlled Investments,213121791,213121791,0,588320389.6,0,0,-375198598.4,0.527,0.527,5.52097828,588320389.6,0,0,0,MC-PE-2
3/31/2026,ARC II,Arcadia Capital Partners Fund II,Harborfront Development Group,Harborfront,USD,2018,,,,Non-Controlled Investments,283736033.6,33333333.34,0,33333333.34,0,242575987.8,242575987.8,-1.0002,-1.0002,0.23496016,33333333.34,0,0,0,MC-PE-2
3/31/2026,NOVA III,Nova Strategic Capital Fund III (Offshore),Blue Current Media Holdings,Blue Current,USD,2019,North America,25401020 - Broadcasting,,Non-Controlled Investments,340812091.2,0,49887153.98,218010956,155833202,340000000,327709400,-0.2214,-0.2214,1.27936162,12290600,155833202,155833202,0,MC-PE-3
3/31/2026,NOVA III,Nova Strategic Capital Fund III (Offshore),Korran Manufacturing Inc,Korran,USD,2021,North America,3010 - Food & Staples Retailing,,Controlled Investments,363826374,0,559155232.2,726528536.4,167373304.2,363826376,363826374,0.3286,0.3286,3.99382006,0,167373304.2,0,167373304.2,MC-PE-3
3/31/2026,NOVA III,Nova Strategic Capital Fund III (Offshore),Harborfront Development Group,Harborfront,USD,2018,,,,Non-Controlled Investments,506788827,26666666,0,26666666,0,470376391.8,470376391.8,-1.5906,-1.5906,0.10523778,26666666,0,0,0,MC-PE-3
3/31/2026,NOVA III,Nova Strategic Capital Fund III (Offshore),Greenfield Harvest Group,Greenfield Farms,USD,2020,North America,30202030 - Packaged Foods & Meats,,Controlled Investments,514940892.8,0,1066279880,1129181358,62901478.56,513318425.6,513318425.6,0.2836,0.2836,4.38567368,0,62901478.56,62901478.56,0,MC-PE-3
3/31/2026,NOVA III,Nova Strategic Capital Fund III (Offshore),Keystone Global Partners,Keystone Investment Group,USD,2019,,40 - Financials,,Non-Controlled Investments,151725661.6,151725661.6,0,418579684.6,0,0,-266854023,0.527,0.527,5.51758588,418579684.6,0,0,0,MC-PE-3
3/31/2026,NOVA III,Nova Strategic Capital Fund III (Offshore),Circulis Technologies,Circulis,EUR,2019,Western Europe,25301030 - Leisure Facilities,10198,Controlled Investments,205879064.2,-205174725.8,0,434651831.6,-945462.82,410349449.4,-248365913,0.4786,0.4786,4.22239952,435597294.6,-945462.82,-1040417.82,94955,MC-PE-3
3/31/2026,AURORA II,Aurora Private Equity Fund II,Greenfield Harvest Group,Greenfield Farms,USD,2020,North America,30202030 - Packaged Foods & Meats,,Controlled Investments,18610662.16,0,33970376.4,35829663.2,1859286.8,18610662.16,18610662.16,0.47,0.47,3.85044474,0,1859286.8,0,1859286.8,MC-V-2
12/31/2024,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),SignalWire Communications,SignalWire,USD,2021,Global,45 - Information Technology,,Non-Controlled Investments,150000000,0,144658666.7,181408666.7,36750000,150000000,150000000,0.115,0.115,2.41878222,0,36750000,0,0,MC-A-2
12/31/2024,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Deepwater Renewables Ltd,Deepwater,USD,2022,Global,Gas wells,,Non-Controlled Investments,6000000,0,0,0,0,6000000,6000000,-2,-2,0,0,0,0,0,MC-A-2
12/31/2024,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Stellar Launch Systems Inc,Stellar Launch,USD,2020,North America,2030 - Transportation,,Non-Controlled Investments,100000000,0,840906400,840906400,0,100000000,100000000,1.1042,1.1042,16.818128,0,0,0,0,MC-A-2
12/31/2024,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Altair Aviation Leasing Ltd,Altair,USD,2020,Middle East,203020 - Airlines,,Controlled Investments,193282652.3,0,248925600,248925600,0,193282652.3,193282652.3,0.1384,0.1384,2.57576764,0,0,0,0,MC-A-2
12/31/2024,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Streamline Alpha Markets,Streamline Alpha,USD,2021,Global,151040 - Metals & Mining,,Non-Controlled Investments,50000000,0,72507751,76882751,4375000,50000000,50000000,0.2466,0.2466,3.07531004,0,4375000,4375000,0,MC-A-2
12/31/2024,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),SeaBridge Navigation Ltd,SeaBridge,USD,2021,Global,20303010 - Marine,,Non-Controlled Investments,105747129.3,77579864.08,47914800,153553166,13858572.02,28167265.24,13967335.36,0.4302,0.4302,2.90415762,91779793.96,13858572.02,0,13858572.02,MC-A-2
12/31/2024,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Vitalis Performance Holdings,Vitalis,USD,2022,North America,4020 - Diversified Financials,,Non-Controlled Investments,20000000,0,0,0,0,20000000,20000000,-2,-2,0,0,0,0,0,MC-A-2
12/31/2024,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Aurora Yield Technologies,Aurora Yield,USD,2021,North America,4510 - Software & Services,,Non-Controlled Investments,74000000,0,50728326,50728326,0,74000000,74000000,-0.2008,-0.2008,1.37103584,0,0,0,0,MC-A-2
3/31/2025,NOVA III,Nova Strategic Capital Fund III (Offshore),Harborfront Development Group,Harborfront,USD,2018,,,,Non-Controlled Investments,506788827,26666666,0,26666666,0,470376391.8,470376391.8,-1.5906,-1.5906,0.10523778,26666666,0,0,0,MC-PE-3
3/31/2025,NOVA III,Nova Strategic Capital Fund III (Offshore),Greenfield Harvest Group,Greenfield Farms,USD,2020,North America,30202030 - Packaged Foods & Meats,,Controlled Investments,514940892.8,0,513318425.6,563449254,50130828.34,513318425.6,513318425.6,0.037,0.037,2.1884036,0,50130828.34,50130828.34,0,MC-PE-3
